Measure Mode: wall_time
Thread ID: 69917501084600
Fiber ID: 69917530404360
Total: 54.721102
Sort by: self_time

 %self      total      self      wait     child     calls  name
 19.17     19.015    10.492     8.524     0.000     6000   IO#gets
  0.01      0.006     0.004     0.000     0.002     1001   ActiveRecord::Delegation#auto_explain_threshold_in_seconds
  0.01      0.005     0.004     0.000     0.001     2010  *<Class::ActiveRecord::Base>#arel_table
  0.01      0.141     0.004     0.000     0.137     1003   ActiveSupport::LogSubscriber#debug
  0.01      0.015     0.004     0.000     0.012     1009   NewRelic::Agent::Instrumentation::ActiveRecord#remote_service_metric
  0.01      0.012     0.004     0.000     0.008     2006   Arel::Table#[]
  0.01      0.003     0.003     0.000     0.000    10115   String#freeze
  0.01      0.003     0.003     0.000     0.000     1000   IO#readline
  0.01      1.842     0.003     0.000     1.838     1001   ActiveRecord::ConnectionAdapters::QueryCache#select_all
  0.01      0.008     0.003     0.000     0.004     1009   ActiveSupport::TaggedLogging#method_missing
  0.01      0.003     0.003     0.000     0.000     1001   Arel::Nodes::SelectStatement#initialize
  0.01      0.003     0.003     0.000     0.000     1006   Module#to_s
  0.01      0.003     0.003     0.000     0.000        4   String#encode
  0.01      0.003     0.003     0.000     0.000     2002   <Class::Item(id: integer, uri: string, handle: string, primary_text_path: string, annotation_path: string, collection_id: integer, created_at: datetime, updated_at: datetime, indexed_at: datetime, json_metadata: text)>#reflections
  0.01      0.018     0.003     0.000     0.015     1001   Arel::Visitors::ToSql#visit_Arel_Nodes_Limit
  0.01      0.005     0.003     0.000     0.002     1002   <Class::Time>#zone
  0.01      0.003     0.003     0.000     0.000     2003   ActiveRecord::Locking::Optimistic::ClassMethods#locking_column
  0.01      0.003     0.003     0.000     0.000     2002   <Class::ActiveRecord::Base>#auto_explain_threshold_in_seconds
  0.01      0.004     0.003     0.000     0.001     2002   Arel::Visitors::ToSql#quote_column_name
  0.01      1.494     0.003     0.000     1.491     1001   ActiveRecord::ConnectionAdapters::PostgreSQLAdapter#select
  0.01      0.006     0.003     0.000     0.003     1001   ActiveRecord::Locking::Optimistic::ClassMethods#initialize_attributes
  0.01      0.003     0.003     0.000     0.000     3874   Array#first
  0.01      0.004     0.003     0.000     0.000     1006   ActiveRecord::Inheritance::ClassMethods#finder_needs_type_condition?
  0.01      0.003     0.003     0.000     0.000     2236   Exception#backtrace
  0.01      0.004     0.003     0.000     0.001     1001   Arel::TreeManager#where
  0.01      0.016     0.003     0.000     0.013     1001   Arel::SelectManager#project
  0.01      0.015     0.003     0.000     0.012     1001   ActiveRecord::ExplainSubscriber#ignore_payload?
  0.01      0.057     0.003     0.000     0.054     1001   ActiveRecord::Result#hash_rows
  0.01      0.003     0.003     0.000     0.000     6012   Fixnum#div
  0.01      0.004     0.003     0.000     0.001     1000   Item(id: integer, uri: string, handle: string, primary_text_path: string, annotation_path: string, collection_id: integer, created_at: datetime, updated_at: datetime, indexed_at: datetime, json_metadata: text)#_run__476439040102310231__initialize__994223610345956082__callbacks
  0.01      0.011     0.003     0.000     0.008     1112   <Class::NewRelic::Agent::Transaction>#recording_web_transaction?
  0.01      0.005     0.003     0.000     0.002     1009   <Class::ActiveRecord::LogSubscriber>#runtime
  0.01      0.003     0.003     0.000     0.000     1009   NewRelic::Agent::TransactionState#is_sql_recorded?
  0.01      0.076     0.003     0.000     0.073     1007   Object#present?
  0.01      0.003     0.003     0.000     0.000     2100   String#bytesize
  0.01      0.003     0.003     0.000     0.000     5459   Fixnum#^
  0.01      0.003     0.003     0.000     0.000     2114   NewRelic::Agent::TransactionSampler#notice_push_frame
  0.01      0.003     0.003     0.000     0.000     2454   Array#pop
  0.01      0.015     0.003     0.000     0.012     1007   PG::Result#values
  0.01      0.202     0.003     0.000     0.199     1001   ActiveRecord::QueryMethods#arel
  0.01      0.006     0.003     0.000     0.003     1000   Stomp::Message#is_blank?
  0.01      0.045     0.003     0.000     0.042     1001   Arel::Table#from
  0.01      0.014     0.003     0.000     0.012     1005   ActiveRecord::Sanitization::ClassMethods#expand_hash_conditions_for_aggregates
  0.01      0.061     0.003     0.000     0.059     1001   ActiveRecord::Result#each
  0.01      0.069     0.003     0.000     0.066     1001   ActiveRecord::Base#_run_find_callbacks
  0.01      0.041     0.003     0.000     0.038     1000   Hash#uncamelize_and_stringify_keys
  0.01      0.003     0.003     0.000     0.000     2010   Hash#[]=
  0.01      0.003     0.003     0.000     0.000     1001   Arel::Nodes::And#initialize
  0.01      0.090     0.003     0.000     0.088     1001   Arel::Visitors::ToSql#visit_Arel_Nodes_And
  0.01      0.003     0.003     0.000     0.000     2016   Struct#initialize
  0.01      0.003     0.003     0.000     0.000     2114   NewRelic::Agent::TransactionSampler#notice_pop_frame
  0.00      0.003     0.003     0.000     0.000     2004   Rational#*
  0.00      0.089     0.003     0.000     0.087     1112   NewRelic::Agent::StatsHash#record
  0.00      0.003     0.003     0.000     0.000     1007   Kernel#enum_for
  0.00      0.042     0.003     0.000     0.039     1001   Arel::Visitors::ToSql#quote
  0.00      0.004     0.003     0.000     0.001     1002   <Class::Time>#find_zone!
  0.00      0.003     0.003     0.000     0.000     1505   ActiveSupport::LogSubscriber#colorize_logging
  0.00      0.004     0.003     0.000     0.001     1000   Stomp::Client#parse_hash_params
  0.00      0.006     0.003     0.000     0.004     1006   String#match
  0.00      0.007     0.003     0.000     0.004      206   URI::Generic#to_s
  0.00      0.331     0.003     0.000     0.329     1001   Arel::Visitors::Visitor#accept
  0.00      0.003     0.003     0.000     0.000     2002   Arel::Nodes::Unary#initialize
  0.00      0.003     0.003     0.000     0.000     1007   ActiveRecord::Result#initialize
  0.00      0.004     0.003     0.000     0.002     1000   Stomp::Connection#parse_char
  0.00      9.430     0.003     0.000     9.428      436   Net::BufferedIO#readuntil
  0.00      2.728     0.003     0.000     2.725     1001   ActiveRecord::Relation#to_a
  0.00      0.004     0.003     0.000     0.001     1002   Rational#+
  0.00      9.425     0.003     0.000     9.422      106   Net::BufferedIO#rbuf_fill
  0.00      0.228     0.003     0.000     0.225     2011   NewRelic::Agent::MethodTracerHelpers#trace_execution_scoped_footer
  0.00      0.004     0.003     0.000     0.001     1001   <Module::ActiveRecord::IdentityMap>#enabled
  0.00      0.003     0.003     0.000     0.000     6006   #<Class:0x007f2ddfe08ff8>#relation
  0.00      0.003     0.003     0.000     0.000     1009   NewRelic::Agent::Database#truncate_query
  0.00      0.050     0.003     0.000     0.047     1005   <Class::ActiveRecord::PredicateBuilder>#build_from_hash
  0.00      0.003     0.002     0.000     0.000     2211   String#===
  0.00      0.002     0.002     0.000     0.000     1009   NewRelic::Agent::SqlSampler#notice_sql
  0.00      0.006     0.002     0.000     0.003      104   URI::Generic#initialize
  0.00      0.002     0.002     0.000     0.000      206   Net::HTTP#proxy?
  0.00      0.003     0.002     0.000     0.001     1001   ActiveRecord::Inheritance::ClassMethods#find_sti_class
  0.00      0.002     0.002     0.000     0.000     1009   ActiveSupport::Notifications::Fanout#listeners_for
  0.00      0.008     0.002     0.000     0.006     1005   Arel::Predications#eq
  0.00      0.002     0.002     0.000     0.000     1000   Stomp::Connection#_post_connect
  0.00      0.002     0.002     0.000     0.000     1002   Fixnum#**
  0.00      0.027     0.002     0.000     0.024     1001   ActiveRecord::Base#_run_initialize_callbacks
  0.00      0.004     0.002     0.000     0.002     1009   ActiveSupport::BufferedLogger#debug?
  0.00      0.002     0.002     0.000     0.000     2128   Array#push
  0.00      0.006     0.002     0.000     0.003     1001   <Module::Arel>#sql
  0.00      0.098     0.002     0.000     0.095     1112   NewRelic::Agent::StatsEngine#with_stats_lock
  0.00      0.010     0.002     0.000     0.008      103   <Class::Net::HTTPResponse>#each_response_header
  0.00      0.002     0.002     0.000     0.000     1109   ActiveRecord::ModelSchema::ClassMethods#columns_hash
  0.00     28.657     0.002     0.000    28.654     1000   <Class::Stomp::Client>#open
  0.00      2.158     0.002     0.000     2.156     1001   ActiveRecord::Querying#find_by_sql
  0.00      0.002     0.002     0.000     0.000     1009   NewRelic::Agent::TransactionSampler#notice_extra_data
  0.00      0.002     0.002     0.000     0.000     2002   <Class::ActiveRecord::Base>#default_scopes
  0.00      0.014     0.002     0.000     0.011     1001   ActiveRecord::QueryMethods#limit
  0.00      0.068     0.002     0.000     0.065     1104   Enumerable#grep
  0.00      0.004     0.002     0.000     0.002     1001   Arel::Visitors::ToSql#visit_Arel_Table
  0.00      0.004     0.002     0.000     0.002     1009   <Class::ActiveRecord::LogSubscriber>#runtime=
  0.00      0.002     0.002     0.000     0.000     1001   Arel::TreeManager#initialize
  0.00      0.002     0.002     0.000     0.000     2236   Exception#exception
  0.00      0.002     0.002     0.000     0.000     1001   Arel::SelectManager#distinct
  0.00      0.025     0.002     0.000     0.023     1000   Comparable#<
  0.00      0.002     0.002     0.000     0.000     2039   ActiveModel::AttributeMethods::ClassMethods#attribute_method_matchers_cache
  0.00      0.128     0.002     0.000     0.126     1003   ActiveSupport::TaggedLogging#debug
  0.00      0.002     0.002     0.000     0.000      206   URI::Generic#path_query
  0.00      0.002     0.002     0.000     0.000     1047   <Class::ActiveRecord::Base>#serialized_attributes
  0.00      0.008     0.002     0.000     0.006     1120   <Class::NewRelic::Agent::Transaction>#tl_current
  0.00      0.002     0.002     0.000     0.000     3019   Fixnum#-
  0.00      0.010     0.002     0.000     0.008      103   Net::HTTPGenericRequest#initialize
  0.00      0.003     0.002     0.000     0.001     1005   <Class::ActiveRecord::Base>#===
  0.00      1.461     0.002     0.000     1.459     1009   NewRelic::Agent::MethodTracer#trace_execution_scoped
  0.00      0.002     0.002     0.000     0.000     4002   Mutex#initialize
  0.00      0.002     0.002     0.000     0.000     1010   String#include?
  0.00      0.002     0.002     0.000     0.000     1002   Rational#/
  0.00      0.002     0.002     0.000     0.000     1007   PG::Result#clear
  0.00      0.003     0.002     0.000     0.001     1001   ActiveRecord::DynamicFinderMatch#instantiator?
  0.00      0.007     0.002     0.000     0.005     1007   Enumerator#each
  0.00      0.002     0.002     0.000     0.000     4004   #<Class:0x007f2ddfe08ff8>#name
  0.00      9.641     0.002     0.000     9.639      103   Kernel#catch
  0.00      0.003     0.002     0.000     0.001     1001   Arel::Nodes::JoinSource#initialize
  0.00      0.003     0.002     0.000     0.001     1012  *ActiveRecord::ModelSchema::ClassMethods#table_name
  0.00      0.002     0.002     0.000     0.000     2002   ActiveRecord::ConnectionAdapters::PostgreSQLAdapter#supports_explain?
  0.00      0.114     0.002     0.000     0.112     1001   ActiveRecord::ModelSchema::ClassMethods#column_methods_hash
  0.00      0.002     0.002     0.000     0.000        1   Kernel#require
  0.00      0.003     0.002     0.000     0.001     1001   ActiveRecord::ConnectionAdapters::DatabaseStatements#sanitize_limit
  0.00      0.064     0.002     0.000     0.062      103   Net::HTTP#connect
  0.00      0.044     0.002     0.000     0.042     1001   Arel::Visitors::ToSql#quoted
  0.00      0.002     0.002     0.000     0.000     1000   IO#getc
  0.00      0.002     0.002     0.000     0.000     2024   Array#initialize_copy
  0.00      0.002     0.002     0.000     0.000     2024   String#valid_encoding?
  0.00      0.002     0.002     0.000     0.000     2003   Array#uniq
  0.00      0.045     0.002     0.000     0.043     1005   Enumerable#map
  0.00      0.002     0.002     0.000     0.000     1000   ActiveSupport::TimeWithZone#utc
  0.00      0.002     0.002     0.000     0.000     1000   String#chop!
  0.00      0.002     0.002     0.000     0.000     1009   ActiveSupport::BufferedLogger#level
  0.00      0.002     0.002     0.000     0.000     1001   Array#index
  0.00      9.814     0.002     0.000     9.812      103   Net::HTTP#start
  0.00      0.002     0.002     0.000     0.000     2362   Symbol#==
  0.00      0.002     0.002     0.000     0.000     1009   Float#-
  0.00      0.002     0.002     0.000     0.000     1000   Thread#kill
  0.00      9.006     0.002     0.000     9.004      100   RDF::Sesame::Repository#send_statements
  0.00      0.002     0.002     0.000     0.000     1001   ActiveRecord::DynamicFinderMatch#bang?
  0.00      0.002     0.002     0.000     0.000     1001   Hash#values_at
  0.00      0.003     0.002     0.000     0.001      309   NewRelic::Agent::CrossAppTracing#valid_cross_process_id?
  0.00      0.006     0.002     0.000     0.004      100   RDF::Sesame::Repository#path
  0.00      0.002     0.002     0.000     0.000     1001   Arel::Nodes::JoinSource#empty?
  0.00      0.049     0.002     0.000     0.047      103   NewRelic::Agent::CrossAppTracing#finish_trace
  0.00      0.002     0.002     0.000     0.000     1001   Arel::Visitors::ToSql#literal
  0.00      0.003     0.002     0.000     0.002      103   Net::HTTP#initialize
  0.00      0.002     0.002     0.000     0.001     1000   Time#rake_original_time_compare
